nomdiag_cod,nomdiag_desc,nomdiag_codigo_cie10,nomdiag_desc_vector,diag_cod_cie10,diag_desc,diag_1,diag_2
345639,Trastorno(s) deseo masculino,N508,'dese':3 'masculin':4 's':2 'trastorn':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345644,Trastorno(s) vesicula especificado NCOP,N508,'especific':4 'ncop':5 's':2 'trastorn':1 'vesicul':3,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345665,algia testicular ,N508,'algi':1 'testicul':2,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345641,Trastorno(s) organos genitales tipo especificado NCOP,N508,'especific':6 'genital':4 'ncop':7 'organ':3 's':2 'tip':5 'trastorn':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345643,Trastorno(s) tunica especificado NCOP,N508,'especific':4 'ncop':5 's':2 'trastorn':1 'tunic':3,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345638,Trastorno(s) cordon especificado NCOP,N508,'cordon':3 'especific':4 'ncop':5 's':2 'trastorn':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345651,"Ulcera, testiculo",N508,'testicul':2 'ulcer':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345648,"Ulcera, conducto deferente",N508,'conduct':2 'deferent':3 'ulcer':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345650,"Ulcera, escroto",N508,'escrot':2 'ulcer':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345642,Trastorno(s) testiculo especificado NCOP,N508,'especific':4 'ncop':5 's':2 'testicul':3 'trastorn':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345633,Quiste tunica vaginal,N508,'quist':1 'tunic':2 'vaginal':3,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345647,"Ulcera, aftosa organos masculinos",N508,'aftos':2 'masculin':4 'organ':3 'ulcer':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345645,Tumefaccion escroto,N508,'escrot':2 'tumefaccion':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345659,algia testicular derecha,N508,'algi':1 'derech':3 'testicul':2,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345668,dolor de testículo,N508,'dolor':1 'testicul':3,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345652,"Ulcera, tunica vaginal",N508,'tunic':2 'ulcer':1 'vaginal':3,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345649,"Ulcera, cordon espermatico",N508,'cordon':2 'espermat':3 'ulcer':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345646,Tumefaccion testiculos,N508,'testicul':2 'tumefaccion':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345653,"Ulcera, vesicula seminal",N508,'seminal':3 'ulcer':1 'vesicul':2,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345654,algia  testicular  ,N508,'algi':1 'testicul':2,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345624,"Obstruccion, conducto eyaculatorio",N508,'conduct':2 'eyaculatori':3 'obstruccion':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345584,"Edema, escroto",N508,'edem':1 'escrot':2,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345657,algia testicular crónica ,N508,'algi':1 'cronic':3 'testicul':2,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345655,algia testicular,N508,'algi':1 'testicul':2,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345658,algia testicular derecha sin signos de inflamación,N508,'algi':1 'derech':3 'inflam':7 'sign':5 'testicul':2,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345669,dolor de testículo derecho,N508,'derech':4 'dolor':1 'testicul':3,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345656,algia testicular bilateral,N508,'algi':1 'bilateral':3 'testicul':2,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345686,orquialgia en estudio ,N508,'estudi':3 'orquialgi':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345671,dolor de testículos bilateral,N508,'bilateral':4 'dolor':1 'testicul':3,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345701,quistes  epidídimos  bilateral,N508,'bilateral':3 'epidid':2 'quist':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345680,dolor testicular obs varicocele,N508,'dolor':1 'obs':3 'testicul':2 'varicocel':4,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345676,dolor testicular e hidrocele leve,N508,'dolor':1 'hidrocel':4 'lev':5 'testicul':2,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345673,dolor testicular bilateral,N508,'bilateral':3 'dolor':1 'testicul':2,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345685,obs  quiste del epidídimo ,N508,'epididim':4 'obs':1 'quist':2,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345670,dolor de testículo izquierdo,N508,'dolor':1 'izquierd':4 'testicul':3,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345674,dolor testicular crónico,N508,'cronic':3 'dolor':1 'testicul':2,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345672,dolor testicular,N508,'dolor':1 'testicul':2,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345675,dolor testicular derecho,N508,'derech':3 'dolor':1 'testicul':2,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345690,quiste de epidídimo,N508,'epididim':3 'quist':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345681,dolor testicular ,N508,'dolor':1 'testicul':2,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345679,dolor testicular izquierdo,N508,'dolor':1 'izquierd':3 'testicul':2,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345684,obs  dolor testicular,N508,'dolor':2 'obs':1 'testicul':3,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345678,dolor testicular izq,N508,'dolor':1 'izq':3 'testicul':2,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345687,pseudovejiga prepucial ,N508,'prepucial':2 'pseudovejig':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345683,microcalcificaciones testiculares   quistes,N508,'microcalcif':1 'quist':3 'testicular':2,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345677,dolor testicular en estudio,N508,'dolor':1 'estudi':4 'testicul':2,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345691,quiste de epidídimo bilateral,N508,'bilateral':4 'epididim':3 'quist':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345688,quiste  testicular,N508,'quist':1 'testicul':2,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345682,dolor testículos,N508,'dolor':1 'testicul':2,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345689,quiste cabeza epidídimo,N508,'cabez':2 'epididim':3 'quist':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345702,quistes en ambos testículos   ,N508,'ambos':3 'quist':1 'testicul':4,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345699,"quiste epidídimo, varicocele",N508,'epididim':2 'quist':1 'varicocel':3,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345697,quiste epidídimo   izq,N508,'epididim':2 'izq':3 'quist':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345705,testículo dolorosos sospecha,N508,'dolor':2 'sospech':3 'testicul':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345694,quiste epididimario,N508,'epididimari':2 'quist':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345692,quiste de epidídimo derecho   varicocele izq,N508,'derech':4 'epididim':3 'izq':6 'quist':1 'varicocel':5,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345693,quiste de esmegma,N508,'esmegm':3 'quist':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345695,quiste epididimario derecho   microlitiasis,N508,'derech':3 'epididimari':2 'microlitiasis':4 'quist':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345696,quiste epididimarios bilaterales ,N508,'bilateral':3 'epididimari':2 'quist':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345698,quiste epidídimo izquierdo,N508,'epididim':2 'izquierd':3 'quist':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345615,"Hipertrofia, cordon espermatico",N508,'cordon':2 'espermat':3 'hipertrofi':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345704,quistes epidídimo bilaterales,N508,'bilateral':3 'epididim':2 'quist':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345617,"Hipertrofia, escroto",N508,'escrot':2 'hipertrofi':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345700,quiste testicular  izq,N508,'izq':3 'quist':1 'testicul':2,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345703,quistes en epidídimos,N508,'epidid':3 'quist':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345600,"Fibrosis, escroto",N508,'escrot':2 'fibrosis':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345559,"Atrofia, tunica vaginal",N508,'atrofi':1 'tunic':2 'vaginal':3,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345707,úlcera testicular,N508,'testicul':2 'ulcer':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345706,testículos dolorosos,N508,'dolor':2 'testicul':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345603,"Fibrosis, tunica vaginal",N508,'fibrosis':1 'tunic':2 'vaginal':3,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345605,Fistula epididimo,N508,'epididim':2 'fistul':1,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345604,"Fibrosis, vesicula seminal",N508,'fibrosis':1 'seminal':3 'vesicul':2,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345590,"Esclerosis, cordon espermatico (funicular)",N508,'cordon':2 'esclerosis':1 'espermat':3 'funicul':4,N50.8,OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS,,
345710,Enfermedad epididimo,N509,'enfermed':1 'epididim':2,N50.9,TRASTORNO NO ESPECIFICADO DE LOS ORGANOS GENITALES MASCULINOS,,
345709,Enfermedad conducto deferente,N509,'conduct':2 'deferent':3 'enfermed':1,N50.9,TRASTORNO NO ESPECIFICADO DE LOS ORGANOS GENITALES MASCULINOS,,
345708,COMPLICACION GENITAL MASCULINA,N509,'complicacion':1 'genital':2 'masculin':3,N50.9,TRASTORNO NO ESPECIFICADO DE LOS ORGANOS GENITALES MASCULINOS,,
345719,Trastorno(s) geniturinario masculino,N509,'geniturinari':3 'masculin':4 's':2 'trastorn':1,N50.9,TRASTORNO NO ESPECIFICADO DE LOS ORGANOS GENITALES MASCULINOS,,
345722,Trastorno(s) tunica vaginal,N509,'s':2 'trastorn':1 'tunic':3 'vaginal':4,N50.9,TRASTORNO NO ESPECIFICADO DE LOS ORGANOS GENITALES MASCULINOS,,
345727,molestias testiculares,N509,'molesti':1 'testicular':2,N50.9,TRASTORNO NO ESPECIFICADO DE LOS ORGANOS GENITALES MASCULINOS,,
345720,Trastorno(s) organos genitales masculinos,N509,'genital':4 'masculin':5 'organ':3 's':2 'trastorn':1,N50.9,TRASTORNO NO ESPECIFICADO DE LOS ORGANOS GENITALES MASCULINOS,,
345724,enfermedad de los órganos genitales masculinos,N509,'enfermed':1 'genital':5 'masculin':6 'organ':4,N50.9,TRASTORNO NO ESPECIFICADO DE LOS ORGANOS GENITALES MASCULINOS,,
345726,masa testículo derecho en,N509,'derech':3 'mas':1 'testicul':2,N50.9,TRASTORNO NO ESPECIFICADO DE LOS ORGANOS GENITALES MASCULINOS,,
345728,trastorno de los órganos genitales masculinos,N509,'genital':5 'masculin':6 'organ':4 'trastorn':1,N50.9,TRASTORNO NO ESPECIFICADO DE LOS ORGANOS GENITALES MASCULINOS,,
345721,Trastorno(s) testiculo,N509,'s':2 'testicul':3 'trastorn':1,N50.9,TRASTORNO NO ESPECIFICADO DE LOS ORGANOS GENITALES MASCULINOS,,
345725,masa testicular,N509,'mas':1 'testicul':2,N50.9,TRASTORNO NO ESPECIFICADO DE LOS ORGANOS GENITALES MASCULINOS,,
345714,Enfermedad vesicula seminal,N509,'enfermed':1 'seminal':3 'vesicul':2,N50.9,TRASTORNO NO ESPECIFICADO DE LOS ORGANOS GENITALES MASCULINOS,,
345718,Trastorno(s) escroto,N509,'escrot':3 's':2 'trastorn':1,N50.9,TRASTORNO NO ESPECIFICADO DE LOS ORGANOS GENITALES MASCULINOS,,
345716,Trastorno(s) conducto deferente,N509,'conduct':3 'deferent':4 's':2 'trastorn':1,N50.9,TRASTORNO NO ESPECIFICADO DE LOS ORGANOS GENITALES MASCULINOS,,
345717,Trastorno(s) cordon espermatico,N509,'cordon':3 'espermat':4 's':2 'trastorn':1,N50.9,TRASTORNO NO ESPECIFICADO DE LOS ORGANOS GENITALES MASCULINOS,,
345712,Enfermedad organos genitales masculinos,N509,'enfermed':1 'genital':3 'masculin':4 'organ':2,N50.9,TRASTORNO NO ESPECIFICADO DE LOS ORGANOS GENITALES MASCULINOS,,
345711,Enfermedad escroto,N509,'enfermed':1 'escrot':2,N50.9,TRASTORNO NO ESPECIFICADO DE LOS ORGANOS GENITALES MASCULINOS,,
345729,trastornos del testículo y del epidídimo en enfermedades clasificables en otra parte,N509,'clasific':9 'enfermedad':8 'epididim':6 'part':12 'testicul':3 'trastorn':1,N50.9,TRASTORNO NO ESPECIFICADO DE LOS ORGANOS GENITALES MASCULINOS,,
345715,Problema genital masculino,N509,'genital':2 'masculin':3 'problem':1,N50.9,TRASTORNO NO ESPECIFICADO DE LOS ORGANOS GENITALES MASCULINOS,,
345723,Trastorno(s) vesicula seminal,N509,'s':2 'seminal':4 'trastorn':1 'vesicul':3,N50.9,TRASTORNO NO ESPECIFICADO DE LOS ORGANOS GENITALES MASCULINOS,,
345713,Enfermedad testiculo,N509,'enfermed':1 'testicul':2,N50.9,TRASTORNO NO ESPECIFICADO DE LOS ORGANOS GENITALES MASCULINOS,,
345816,nuligesta obs quistes mamarios bilateral,N600,'bilateral':5 'mamari':4 'nuligest':1 'obs':2 'quist':3,N60.0,QUISTE SOLITARIO DE LA MAMA,,
345830,quiste mamas,N600,'mam':2 'quist':1,N60.0,QUISTE SOLITARIO DE LA MAMA,,
345828,quiste mamario izquierdo 4 mm,N600,'4':4 'izquierd':3 'mamari':2 'mm':5 'quist':1,N60.0,QUISTE SOLITARIO DE LA MAMA,,
345829,quiste mamario simple,N600,'mamari':2 'quist':1 'simpl':3,N60.0,QUISTE SOLITARIO DE LA MAMA,,
345833,quiste? nódulo mamario?,N600,'mamari':3 'nodul':2 'quist':1,N60.0,QUISTE SOLITARIO DE LA MAMA,,
345815,m2 obs quiste mamario izquierdo ,N600,'izquierd':5 'm2':1 'mamari':4 'obs':2 'quist':3,N60.0,QUISTE SOLITARIO DE LA MAMA,,
345832,quiste solitario de la mama,N600,'mam':5 'quist':1 'solitari':2,N60.0,QUISTE SOLITARIO DE LA MAMA,,
345813,g6p5a1 control obs quiste mamario,N600,'control':2 'g6p5a1':1 'mamari':5 'obs':3 'quist':4,N60.0,QUISTE SOLITARIO DE LA MAMA,,
345827,quiste mamario derecho  fibroadenoma mamario,N600,"'derech':3 'fibroadenom':4 'mamari':2,5 'quist':1",N60.0,QUISTE SOLITARIO DE LA MAMA,,
345811,g1p0a1 obs quiste mamario izquierdo,N600,'g1p0a1':1 'izquierd':5 'mamari':4 'obs':2 'quist':3,N60.0,QUISTE SOLITARIO DE LA MAMA,,
345814,m2 obs quiste mamario izquierdo,N600,'izquierd':5 'm2':1 'mamari':4 'obs':2 'quist':3,N60.0,QUISTE SOLITARIO DE LA MAMA,,
345822,quiste en mama izquierda de aspecto,N600,'aspect':6 'izquierd':4 'mam':3 'quist':1,N60.0,QUISTE SOLITARIO DE LA MAMA,,
345826,quiste mamario,N600,'mamari':2 'quist':1,N60.0,QUISTE SOLITARIO DE LA MAMA,,
345823,quiste mama,N600,'mam':2 'quist':1,N60.0,QUISTE SOLITARIO DE LA MAMA,,
345825,quiste mamaria bilateral,N600,'bilateral':3 'mamari':2 'quist':1,N60.0,QUISTE SOLITARIO DE LA MAMA,,
345819,quiste aparentemente benigno mama,N600,'aparent':2 'benign':3 'mam':4 'quist':1,N60.0,QUISTE SOLITARIO DE LA MAMA,,
345806,Quiste mama (benigno) (cupula azul) (pedunculado),N600,'azul':5 'benign':3 'cupul':4 'mam':2 'peduncul':6 'quist':1,N60.0,QUISTE SOLITARIO DE LA MAMA,,
345805,Quiste azul (cupula) (mama),N600,'azul':2 'cupul':3 'mam':4 'quist':1,N60.0,QUISTE SOLITARIO DE LA MAMA,,
345818,obs quiste mamario,N600,'mamari':3 'obs':1 'quist':2,N60.0,QUISTE SOLITARIO DE LA MAMA,,
345831,quiste simple de mama derecha,N600,'derech':5 'mam':4 'quist':1 'simpl':2,N60.0,QUISTE SOLITARIO DE LA MAMA,,
345807,Quiste mama solitario,N600,'mam':2 'quist':1 'solitari':3,N60.0,QUISTE SOLITARIO DE LA MAMA,,
345809,control quiste mama izquierda,N600,'control':1 'izquierd':4 'mam':3 'quist':2,N60.0,QUISTE SOLITARIO DE LA MAMA,,
345812,g5p4a1 obs quiste mamario,N600,'g5p4a1':1 'mamari':4 'obs':2 'quist':3,N60.0,QUISTE SOLITARIO DE LA MAMA,,
345821,quiste en mama derecha pequeño,N600,'derech':4 'mam':3 'pequeñ':5 'quist':1,N60.0,QUISTE SOLITARIO DE LA MAMA,,
345810,eco -  quiste mamario izquierdo ,N600,'eco':1 'izquierd':4 'mamari':3 'quist':2,N60.0,QUISTE SOLITARIO DE LA MAMA,,
345808,Quiste pezon,N600,'pezon':2 'quist':1,N60.0,QUISTE SOLITARIO DE LA MAMA,,
345820,quiste de mama,N600,'mam':3 'quist':1,N60.0,QUISTE SOLITARIO DE LA MAMA,,
345824,quiste mama derecha,N600,'derech':3 'mam':2 'quist':1,N60.0,QUISTE SOLITARIO DE LA MAMA,,
345817,ob quiste mama,N600,'mam':3 'ob':1 'quist':2,N60.0,QUISTE SOLITARIO DE LA MAMA,,
345872,ob mamas fibroquística,N601,'fibroquist':3 'mam':2 'ob':1,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345846,"Hipertrofia, mama quistica",N601,'hipertrofi':1 'mam':2 'quistic':3,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345848,Mastitis cronica (quistica),N601,'cronic':2 'mastitis':1 'quistic':3,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345879,quiste bilateral se pide mx control,N601,'bilateral':2 'control':6 'mx':5 'pid':4 'quist':1,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345876,paciente con mamas fibroquística,N601,'fibroquist':4 'mam':3 'pacient':1,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345877,pb mama quística ,N601,'mam':2 'pb':1 'quistic':3,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345843,Enfermedad Reclus (quistica),N601,'enfermed':1 'quistic':3 'reclus':2,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345852,Papilomatosis quistica de la mama,N601,'mam':5 'papilomatosis':1 'quistic':2,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345878,quiste  bilateral mama,N601,'bilateral':2 'mam':3 'quist':1,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345880,quistes de mama,N601,'mam':3 'quist':1,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345865,mastopatía quística difusa,N601,'difus':3 'mastopat':1 'quistic':2,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345868,nuligesta obs quiste mamario derecho,N601,'derech':5 'mamari':4 'nuligest':1 'obs':2 'quist':3,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345864,mastopatía fibroquística derecha,N601,'derech':3 'fibroquist':2 'mastopat':1,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345849,Mastitis quistica (tipo Schimmelbusch),N601,'mastitis':1 'quistic':2 'schimmelbusch':4 'tip':3,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345847,Mama quistica,N601,'mam':1 'quistic':2,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345853,"Reclus, enfermedad (quistica) de",N601,'enfermed':2 'quistic':3 'reclus':1,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345855,enfermedad de schimmelbusch,N601,'enfermed':1 'schimmelbusch':3,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345882,quistes mamarios bilaterales de aspecto benigno,N601,'aspect':5 'benign':6 'bilateral':3 'mamari':2 'quist':1,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345854,"Schimmelbusch, enfermedad, hiperplasia o mastitis quistica de",N601,'enfermed':2 'hiperplasi':3 'mastitis':5 'quistic':6 'schimmelbusch':1,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345850,"Mastopatia cronica, quistica",N601,'cronic':2 'mastopati':1 'quistic':3,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345875,obs de mastopatía fibroquística,N601,'fibroquist':4 'mastopat':3 'obs':1,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345835,Cooper enfermedad o sindrome,N601,'coop':1 'enfermed':2 'sindrom':4,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345839,Enfermedad mama fibroquistica,N601,'enfermed':1 'fibroquist':3 'mam':2,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345844,Enfermedad Schimmelbusch (mastitis quistica o hiperplasia),N601,'enfermed':1 'hiperplasi':6 'mastitis':3 'quistic':4 'schimmelbusch':2,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345841,Enfermedad Phocas,N601,'enfermed':1 'phoc':2,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345881,quistes mamarios,N601,'mamari':2 'quist':1,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345857,g11p9a2 obs quistes mamarios,N601,'g11p9a2':1 'mamari':4 'obs':2 'quist':3,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345869,ob mama fibroquística ,N601,'fibroquist':3 'mam':2 'ob':1,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345860,m1 control  mastopatía fibrosa,N601,'control':2 'fibros':4 'm1':1 'mastopat':3,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345834,"Bloodgood, enfermedad o sindrome de",N601,'bloodgood':1 'enfermed':2 'sindrom':4,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345856,enfermedad fibroquística de la mama,N601,'enfermed':1 'fibroquist':2 'mam':5,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345845,"Hiperplasia, Schimmelbusch, de",N601,'hiperplasi':1 'schimmelbusch':2,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345840,Enfermedad mama quistica (cronica),N601,'cronic':4 'enfermed':1 'mam':2 'quistic':3,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345842,Enfermedad quistica mamaria (cronica),N601,'cronic':4 'enfermed':1 'mamari':3 'quistic':2,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345870,ob mama fibroquística,N601,'fibroquist':3 'mam':2 'ob':1,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345851,Mastopatia-continuacion quistica (cronica) (difusa),N601,'continuacion':3 'cronic':5 'difus':6 'mastopati':2 'mastopatia-continuacion':1 'quistic':4,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345836,Displasia mamaria quistica,N601,'displasi':1 'mamari':2 'quistic':3,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345858,g3p2a1 control obs quistes mamario,N601,'control':2 'g3p2a1':1 'mamari':5 'obs':3 'quist':4,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345873,ob mamas fibroquística ,N601,'fibroquist':3 'mam':2 'ob':1,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345863,mastopatía fibroquística mama izq,N601,'fibroquist':2 'izq':4 'mam':3 'mastopat':1,N60.1,MASTOPATIA QUISTICA DIFUSA,,
345874,ob mamas quística ,N601,'mam':2 'ob':1 'quistic':3,N60.1,MASTOPATIA QUISTICA DIFUSA,,
